Country.,Contract.Phase.,Recode.Structure.,Implementing.Organization.,BeginDate,EndDate,Status.,Birth.registration,Calendar,Cooking.fuel,Domestic.violence,Fieldworker.characteristics,Fistula,GPS.georeferenced,HIV.behavior,HIV.knowledge,Iodine.salt.test,Malaria.bednet.inventory..Includes.bednet.inventory,Male.circumcision.self.reported,Maternal.mortality,Men.s.survey,Micronutrients,Paper.survey,Social.marketing,Tobacco.use,Tuberculosis.questions,Vitamin.A.questions,Women.s.status,dhs_cc,dhs_recode_code,survey_id,Abortion,Alcohol.consumption,Causes.of.death,Health.expenditures,Migration,Out.of.pocket.health.expenditures,Pregnancy.history,Prenatal.care...folic.acid,Verbal.autopsy,Anemia.testing,Anthropometry,Blood.pressure..measure.,Blood.pressure.questions,CAPI.survey,Child.discipline,Child.labor,Diabetes.questions,Disability,Early.childhood.education,Health.insurance,Vaccinations.from.health.facilities,Non.communicable.diseases,Anemia.questions,HIV.testing,HIV.testing.includes.confirmation,Malaria...RDT,Malaria...Microscopy,Breast.cancer.screening,Cervical.cancer.screening,Prostate.cancer.screening,CAFÉ.survey,Service.availability,Diabetes.testing,Arsenic...water.test,Husband.s.survey,Early.childhood.development,Female.genital.cutting,OVC,Arm.circumference,Asthma,Basic.material.needs,Youth,Hepatitis.B.testing,Hepatitis.C.testing,Avian.influenza.knowledge,HIV.testing...children,Lead.testing,HIV.incidence,HIV.viral.load,E..coli...water.test,Measles.testing,Syphilis.testing,Tetanus.testing,HIV.CD4.count,Chlorine...water.test,Urine.iodine.excretion,Iron.transferrin.receptor..related.to.anemia.testing,Vitamin.A.testing,Herpes.simplex.virus...HSV.2.,Human.trafficking,Chlamydia.testing,Lipids.testing,dayslength,middate,BeginYear,EndYear,surveyyr,WealthIndex
Paraguay,DHS-II,DHS-II,Centro Paraguayo de Estudios de Población,1990-05-01,1990-08-01,Completed,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,PY,21,33,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,1990-06-16,1990,1990,1990,1
Peru,DHS-VII,,Instituto Nacional de Estadística e Informática (INEI),2014-03-01,2014-12-01,Completed,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,2014-07-17,2014,2014,2014,NA
Peru,DHS-VI,,Instituto Nacional de Estadística e Informática (INEI),2013-03-01,2013-11-01,Completed,NA,1,1,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,NA,1,1,1,NA,1,NA,NA,455,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,245,2013-07-01,2013,2013,2013,NA
Peru,DHS-VI,DHS-V,Instituto Nacional de Estadística e Informática (INEI),2012-03-01,2012-12-01,Completed,NA,1,1,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,NA,1,1,1,NA,1,PE,6I,434,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,275,2012-07-17,2012,2012,2012,1
Peru,DHS-VI,DHS-V,Instituto Nacional de Estadística e Informática (INEI),2011-03-01,2011-12-01,Completed,1,1,1,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,NA,1,1,1,1,1,PE,6A,433,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,275,2011-07-17,2011,2011,2011,1
Peru,DHS-VI,DHS-V,Instituto Nacional de Estadística e Informática (INEI),2010-03-01,2010-12-01,Completed,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,PE,61,426,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,275,2010-07-17,2010,2010,2010,NA
Peru,DHS-V,DHS-V,Instituto Nacional de Estadistica e Informatica (INEI),2009-03-01,2009-11-01,Completed,1,1,1,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,PE,5I,334,1,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,245,2009-07-01,2009,2009,2009,1
Peru,DHS-V,DHS-V,Instituto Nacional de Estadistica e Informatica (INEI),2007-01-01,2008-10-01,Completed,NA,1,1,1,NA,NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,PE,5A,447,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,639,2007-11-17,2007,2008,2008,1
Peru,DHS-V,DHS-V,Instituto Nacional de Estadistica e Informatica (INEI),2003-12-01,2006-12-01,Completed,1,1,1,1,NA,NA,1,1,1,NA,1,NA,1,NA,1,NA,NA,1,1,1,1,PE,51,228,1,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1096,2005-06-01,2003,2006,2005,1
Peru,DHS-IV,DHS-IV,Instituto Nacional de Estadistica e Informática,2000-07-01,2000-11-01,Completed,1,1,1,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,1,PE,41,176,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,123,2000-09-01,2000,2000,2000,1
Peru,DHS-III,DHS-III,Inst. Nacional de Estadistica e Informática,1996-08-01,1996-11-01,Completed,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,PE,31,88,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,1996-09-16,1996,1996,1996,1
Peru,DHS-II,DHS-II,Instituto Nacional de Estadistica e Informática,1991-10-01,1992-03-01,Completed,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,PE,21,44,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,1991-12-16,1991,1992,1992,NA
Peru,DHS-I,DHS-I,Instituto Nacional de Estadistica e Informática,1986-09-01,1986-12-01,Completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,PE,01,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,1986-10-17,1986,1986,1986,NA
Peru,DHS-I,NA,Instituto Nacional de Estadistica e Informática,1986-09-01,1986-12-01,Completed,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,PE,0B,175,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,1986-10-17,1986,1986,1986,NA
Philippines,DHS-VII,DHS-VII,The Philippine Statistics Authority (PSA),2017-08-01,2017-10-01,Completed,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PH,70,510,NA,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,2017-08-31,2017,2017,2017,1
Philippines,DHS-VI,DHS-VI,National Statistical Office (NSO),2013-08-01,2013-09-01,Completed,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,PH,61,436,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2013-08-17,2013,2013,2013,1
Philippines,DHS-V,DHS-V,The National Statistics Office,2008-08-01,2008-09-01,Completed,NA,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,1,PH,52,298,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2008-08-17,2008,2008,2008,1
Philippines,DHS-IV,DHS-IV,National Statistics Office,2003-06-01,2003-09-01,Completed,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,1,1,1,1,PH,41,227,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2003-07-17,2003,2003,2003,1
Philippines,DHS-III,DHS-III,"The National Statistics Office, Department of Health",1998-02-01,1998-04-01,Completed,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,1,NA,1,1,1,PH,3B,111,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,1998-03-03,1998,1998,1998,1
Philippines,DHS-III,DHS-II,National Statistics Office,1993-03-01,1993-05-01,Completed,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,PH,31,61,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,1993-03-31,1993,1993,1993,1
Philippines,DHS-III,NA,National Statistics Office,1993-10-01,1993-12-01,Completed,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,PH,3I,183,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,1993-10-31,1993,1993,1993,NA
Rwanda,DHS-VII,DHS-VII,Ministry Of Health (Malaria and Other Parasitic Diseases Division),2017-10-01,2017-11-01,Completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RW,7A,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2017-10-17,2017,2017,2017,1
Rwanda,DHS-VII,DHS-VI,NIRS will be the implementing agency for the survey in collaboration with MOH.,2014-11-01,2015-04-01,Completed,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,RW,70,468,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,2015-01-16,2014,2015,2015,1
Rwanda,DHS-VI,DHS-VI,Malaria and Other Parasitic Disease Department (MOPDD) of the Ministry of Health (MOH),2013-02-01,2013-04-01,Completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,RW,6Q,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,2013-03-03,2013,2013,2013,1
Rwanda,DHS-VI,NA,The School of Public Health,2011-06-01,2011-08-01,Completed,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,RW,6A,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,2011-07-01,2011,2011,2011,NA
Rwanda,DHS-VI,DHS-VI,National Institute of Statistics of Rwanda and The Ministry of Health,2010-09-01,2011-03-01,Completed,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,RW,61,364,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,2010-11-30,2010,2011,2011,1
Rwanda,DHS-V,DHS-V,National Institute of Statistics of Rwanda (NISR),2007-12-01,2008-04-01,Completed,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,RW,5A,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,2008-01-31,2007,2008,2008,1
Rwanda,DHS-V,NA,National Institute of Statistics of Rwanda,2007-06-01,2007-09-01,Completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2007-07-17,2007,2007,2007,NA
Rwanda,DHS-V,DHS-IV,"Department of Statistics, in the Ministry of Economics (MINECOFIN)",2005-02-01,2005-07-01,Completed,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,NA,1,RW,53,252,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,2005-04-17,2005,2005,2005,1
Rwanda,DHS-IV,NA,ONAPO - Office National de la Population,2001-09-01,2001-11-01,Completed,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,2001-10-01,2001,2001,2001,NA
Rwanda,DHS-IV,DHS-IV,Office National de la Population,2000-06-01,2000-08-01,Completed,NA,1,1,NA,NA,NA,1,1,1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,RW,41,165,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,2000-07-01,2000,2000,2000,1
Rwanda,DHS-II,DHS-II,Office National de la Population,1992-06-01,1992-10-01,Completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,RW,21,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,1992-08-01,1992,1992,1992,NA
Samoa,DHS-V,DHS-V,"The Ministry of Health, Samoa Bureau of Statistics",2009-08-01,2009-09-01,Completed,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2009-08-17,2009,2009,2009,1
Sao Tome and Principe,DHS-VII,NA,UNICEF in collaboration with Instituto Nacional de Estatísticas de São Tomé e Príncipe,2014-04-01,2014-06-01,Completed,1,NA,1,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,470,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,2014-05-01,2014,2014,2014,NA
Sao Tome and Principe,DHS-V,DHS-V,Instituto Nacional Estadistica (INE),2008-09-01,2009-01-01,Completed,1,1,1,1,NA,NA,NA,1,1,1,1,NA,1,1,NA,1,NA,NA,NA,NA,1,ST,50,318,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,2008-11-01,2008,2009,2009,1
Senegal,DHS-VII,DHS-VII,Agence Nationale de la Statistique et la Demographie (ANSD),2017-04-01,2017-12-01,Completed,1,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,SN,7Z,534,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,2017-08-01,2017,2017,2017,1
Senegal,DHS-VII,NA,Agence Nationale de la Statistique et de la Démographie,2017-03-01,2017-12-01,Completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,2017-07-17,2017,2017,2017,NA
Senegal,DHS-VII,NA,,2016-03-01,2016-11-01,Completed,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,2016-07-01,2016,2016,2016,NA
Senegal,DHS-VII,DHS-VI,Agence Nationale de la Statistique et la Demographie (ANSD),2016-01-01,2016-10-01,Completed,1,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,SN,7I,524,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,2016-05-17,2016,2016,2016,1
Senegal,DHS-VII,DHS-VI,Agence Nationale de la Statistique et la Demographie (ANSD),2015-01-01,2015-10-01,Completed,1,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,SN,7H,489,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,2015-05-17,2015,2015,2015,1
Senegal,DHS-VII,NA,,2015-01-01,2015-10-01,Completed,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,2015-05-17,2015,2015,2015,NA
